-BEGIN HEADER-;;;;;
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ;;;;;
Dates (month/day/year): 01/01/2012 through 12/31/2021 ;;;;;
Location: Latitude  -33.7453   Longitude -70.0584 ;;;;;
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3232.94 meters;;;;;
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ;;;;;
Parameter(s): ;;;;;
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ;;;;;
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ;;;;;
PREC     MERRA-2 Precipitation Corrected (mm/day) ;;;;;
T2M     MERRA-2 Temperature at 2 Meters (C) ;;;;;
WS2M     MERRA-2 Wind Speed at 2 Meters (m/s) ;;;;;
-END HEADER-;;;;;
;QV2M (g/kg) ;RH2M (%);Prec (mm);T2M ( C);WS2M (m/S)
16-12-2020;2.99;34.12;0.0;8.05;2.23
17-12-2020;3.23;38.19;0.29;7.74;2.72
18-12-2020;2.75;45.56;0.1;1.96;4.41
19-12-2020;2.38;44.12;0.0;0.87;3.7
20-12-2020;2.26;33.81;0.0;4.65;3.02
21-12-2020;2.69;26.44;0.0;10.46;1.95
22-12-2020;3.23;29.5;0.0;11.24;2.2
23-12-2020;3.05;29.44;0.0;11.08;2.12
24-12-2020;2.99;31.88;0.07;9.49;2.47
25-12-2020;3.97;40.31;0.32;10.38;2.06
26-12-2020;4.27;39.31;1.04;10.79;1.92
27-12-2020;5.0;51.62;0.36;9.06;2.41
28-12-2020;3.97;42.75;0.01;9.45;2.3
29-12-2020;4.52;54.31;0.0;7.22;3.31
30-12-2020;1.34;18.62;0.0;6.62;2.72
31-12-2020;2.32;22.06;0.02;10.72;2.37
01-01-2021;4.52;39.94;0.67;12.29;2.1
02-01-2021;5.68;63.56;5.2;7.17;3.23
03-01-2021;4.21;49.56;0.16;6.65;2.68
04-01-2021;4.15;47.75;1.64;7.55;2.82
05-01-2021;3.66;46.94;0.64;6.39;2.6
06-01-2021;2.56;35.75;0.05;5.42;2.45
07-01-2021;3.11;38.56;0.47;6.44;2.85
08-01-2021;4.46;61.12;0.12;4.88;3.49
09-01-2021;3.05;46.06;0.0;4.31;3.27
10-01-2021;2.69;36.75;0.0;5.05;3.79
11-01-2021;2.56;36.56;0.0;4.79;3.38
12-01-2021;2.32;29.5;0.0;7.26;2.81
13-01-2021;2.32;23.06;0.01;10.44;2.3
14-01-2021;2.01;21.19;0.06;9.57;2.81
15-01-2021;2.5;29.62;0.03;7.45;2.95
16-01-2021;2.2;28.06;0.1;5.83;3.01
17-01-2021;1.89;21.69;0.0;8.85;1.86
18-01-2021;3.42;33.12;0.0;10.98;1.07
19-01-2021;4.94;49.62;0.0;9.4;1.22
20-01-2021;3.91;39.56;0.0;10.27;1.71
21-01-2021;3.91;37.62;0.0;12.25;1.39
22-01-2021;3.36;31.31;0.0;13.9;1.5
23-01-2021;4.52;36.75;0.0;14.37;1.36
24-01-2021;6.9;56.0;0.04;12.72;1.88
25-01-2021;5.92;55.56;0.46;10.3;2.59
26-01-2021;4.27;47.56;0.27;8.12;2.74
27-01-2021;3.48;40.25;0.05;7.9;3.01
28-01-2021;3.11;42.06;0.0;5.63;3.75
29-01-2021;4.39;61.69;10.96;4.27;4.2
30-01-2021;5.74;78.19;7.69;4.26;4.1
31-01-2021;4.88;76.12;3.33;2.47;3.31
01-02-2021;3.72;64.25;3.07;1.77;2.89
02-02-2021;3.17;49.06;0.63;3.12;2.18
03-02-2021;3.42;44.75;0.08;6.77;1.78
04-02-2021;4.76;51.06;0.01;10.4;1.62
05-02-2021;5.19;48.56;0.0;11.45;1.82
06-02-2021;5.13;43.88;0.0;12.52;1.8
07-02-2021;4.58;41.69;3.32;12.04;1.57
08-02-2021;4.94;50.62;3.17;9.28;2.23
09-02-2021;5.25;56.62;1.43;8.44;1.18
10-02-2021;5.98;60.5;0.2;9.37;1.32
11-02-2021;5.86;60.38;2.13;8.69;1.68
12-02-2021;4.52;48.56;1.27;8.02;1.92
13-02-2021;4.58;53.69;0.08;6.97;2.27
14-02-2021;3.05;36.75;0.28;7.02;2.29
15-02-2021;4.33;57.06;4.41;5.21;2.48
16-02-2021;3.72;52.38;0.57;4.27;2.68
17-02-2021;3.23;45.06;0.1;4.84;2.7
18-02-2021;3.72;50.06;0.34;4.8;2.8
19-02-2021;2.93;40.38;0.01;5.09;2.88
20-02-2021;2.81;37.69;0.0;5.62;2.82
21-02-2021;2.32;30.75;0.0;5.72;2.56
22-02-2021;1.89;23.44;0.0;6.35;3.01
23-02-2021;2.14;22.62;0.0;9.56;1.85
24-02-2021;3.17;29.31;0.0;12.73;1.95
25-02-2021;2.44;19.81;0.0;13.57;1.91
26-02-2021;2.01;17.81;0.43;11.41;2.27
27-02-2021;1.77;16.88;0.4;10.51;1.94
28-02-2021;2.5;23.44;0.52;11.26;1.7
01-03-2021;4.64;45.88;1.02;9.44;1.54
02-03-2021;4.39;44.62;0.47;8.84;1.24
03-03-2021;4.52;42.94;0.48;10.62;1.57
04-03-2021;5.74;48.12;0.0;12.94;1.55
05-03-2021;6.41;50.75;0.0;13.74;1.61
06-03-2021;5.49;41.69;0.04;13.7;1.75
07-03-2021;4.09;37.19;0.0;11.68;2.07
08-03-2021;4.52;43.62;0.0;11.52;2.01
09-03-2021;2.87;24.88;0.0;12.69;1.79
10-03-2021;2.81;30.25;0.0;8.08;2.3
11-03-2021;2.75;32.88;0.0;6.61;1.37
12-03-2021;4.03;42.88;0.2;8.86;1.91
13-03-2021;4.03;44.38;1.59;8.37;1.73
14-03-2021;5.13;56.38;5.82;7.79;1.75
15-03-2021;5.37;67.69;3.39;5.69;2.01
16-03-2021;3.66;58.56;1.99;2.8;2.34
17-03-2021;3.42;47.81;1.96;4.43;2.3
18-03-2021;4.03;62.19;0.49;2.69;2.94
19-03-2021;3.72;67.62;0.06;0.51;3.12
20-03-2021;2.2;47.81;0.0;0.62;2.05
21-03-2021;4.33;67.06;0.56;3.54;1.98
22-03-2021;2.44;39.5;0.04;4.22;2.05
23-03-2021;1.89;23.94;0.0;6.23;2.21
24-03-2021;2.75;41.5;0.0;3.83;2.55
25-03-2021;2.81;54.62;0.73;0.58;2.9
26-03-2021;1.34;32.81;0.0;-0.62;2.2
27-03-2021;1.4;21.88;0.0;4.44;1.43
28-03-2021;1.89;24.75;0.0;7.11;1.42
29-03-2021;2.81;33.69;0.0;7.8;1.18
30-03-2021;2.56;29.12;0.0;7.48;1.86
31-03-2021;3.11;37.69;0.0;7.37;1.47
01-04-2021;2.87;40.19;0.0;4.93;1.91
02-04-2021;1.04;14.31;0.0;5.08;1.62
03-04-2021;1.1;13.19;0.0;6.62;1.76
04-04-2021;2.14;24.0;0.0;6.55;1.68
05-04-2021;2.5;28.19;0.0;7.36;2.07
06-04-2021;2.75;31.31;0.0;7.17;2.41
07-04-2021;3.23;50.31;0.01;3.97;2.55
08-04-2021;3.91;72.31;0.0;0.87;2.98
09-04-2021;2.87;54.62;0.24;1.17;2.41
10-04-2021;1.89;45.56;0.55;-2.17;2.7
11-04-2021;0.85;9.38;0.01;7.65;1.34
12-04-2021;1.1;13.25;0.0;7.87;1.51
13-04-2021;1.89;22.5;0.0;8.3;1.64
14-04-2021;1.71;22.38;0.0;5.22;1.95
15-04-2021;1.71;21.44;0.0;5.79;1.73
16-04-2021;2.08;25.56;0.0;6.62;1.58
17-04-2021;1.83;24.06;0.0;5.77;1.64
18-04-2021;1.16;14.19;0.0;6.49;1.64
19-04-2021;1.4;17.94;0.0;5.97;2.11
20-04-2021;2.99;49.31;1.85;3.19;2.3
21-04-2021;3.17;71.62;1.02;-1.99;3.06
22-04-2021;1.83;33.94;0.0;0.7;1.75
23-04-2021;2.08;40.5;0.0;0.14;1.7
24-04-2021;1.59;24.38;0.0;3.5;1.25
25-04-2021;1.77;26.31;0.0;4.36;1.16
26-04-2021;1.28;18.56;0.0;4.73;1.27
27-04-2021;1.71;25.12;0.0;4.19;1.44
28-04-2021;1.71;19.81;0.0;6.71;0.96
29-04-2021;1.77;21.12;0.0;6.63;1.25
30-04-2021;1.83;31.19;0.01;2.88;2.04
01-05-2021;1.83;34.06;0.0;1.24;2.31
02-05-2021;2.01;42.12;0.02;-0.68;2.77
03-05-2021;3.42;72.0;0.28;-1.63;2.62
04-05-2021;3.6;73.94;0.05;-0.96;1.06
05-05-2021;2.56;51.31;0.0;-0.26;1.27
06-05-2021;1.53;25.19;0.0;3.51;1.36
07-05-2021;2.81;48.75;0.0;1.68;1.71
08-05-2021;2.81;59.88;0.0;-0.83;1.9
09-05-2021;2.26;45.31;0.0;-0.42;1.56
10-05-2021;1.71;32.12;0.0;0.65;1.4
11-05-2021;0.67;12.56;0.0;1.17;1.24
12-05-2021;0.49;7.44;0.0;4.19;1.32
13-05-2021;2.32;35.94;0.0;2.47;1.73
14-05-2021;2.75;43.5;0.0;2.39;1.89
15-05-2021;2.69;45.19;0.0;1.48;1.95
16-05-2021;1.89;32.12;0.0;2.28;1.88
17-05-2021;1.89;26.94;0.0;3.72;1.59
18-05-2021;2.56;44.0;0.03;2.56;1.79
19-05-2021;3.42;81.25;1.1;-3.26;3.07
20-05-2021;3.11;76.44;8.22;-3.78;2.69
21-05-2021;2.26;83.0;0.96;-8.31;3.22
22-05-2021;1.34;49.56;0.0;-7.35;1.88
23-05-2021;1.77;40.31;0.0;-2.43;1.83
24-05-2021;2.26;48.69;0.0;-1.81;2.18
25-05-2021;1.89;37.25;0.0;-0.21;1.79
26-05-2021;1.89;33.94;0.0;0.66;2.17
27-05-2021;1.83;38.06;0.0;-0.6;4.41
28-05-2021;2.87;68.75;0.04;-2.98;4.86
29-05-2021;2.2;54.75;0.0;-2.97;2.66
30-05-2021;2.01;47.06;0.0;-1.88;2.17
31-05-2021;4.03;80.44;0.0;-0.95;2.52
01-06-2021;5.19;92.31;0.03;0.19;4.27
02-06-2021;4.33;73.38;0.0;1.46;1.98
03-06-2021;3.91;61.19;0.0;2.91;1.64
04-06-2021;3.05;62.06;0.0;-0.39;2.28
05-06-2021;1.83;45.56;0.0;-1.91;1.89
06-06-2021;2.44;56.5;0.0;-2.58;3.23
07-06-2021;3.3;74.81;0.0;-2.42;2.73
08-06-2021;2.01;46.94;0.0;-2.12;2.35
09-06-2021;2.69;70.88;0.06;-4.28;3.39
10-06-2021;1.65;40.69;0.0;-2.33;1.7
11-06-2021;2.26;32.75;0.0;3.23;1.02
12-06-2021;2.2;33.06;0.0;3.19;1.47
13-06-2021;2.38;41.56;0.0;1.01;1.73
14-06-2021;1.95;36.31;0.0;0.33;1.48
15-06-2021;2.38;49.62;0.19;-1.45;0.93
16-06-2021;3.11;85.31;0.62;-4.92;1.45
17-06-2021;2.32;68.5;0.65;-5.2;1.55
18-06-2021;2.56;80.25;0.18;-6.55;2.09
19-06-2021;1.28;41.88;0.0;-5.32;1.77
20-06-2021;1.77;58.0;0.0;-6.86;2.59
21-06-2021;1.28;41.31;0.0;-5.69;2.21
22-06-2021;2.01;50.44;0.03;-3.45;2.14
23-06-2021;2.87;90.5;3.22;-7.07;2.75
24-06-2021;2.44;77.12;0.23;-6.35;2.82
25-06-2021;2.87;90.75;3.72;-7.02;3.77
26-06-2021;1.28;65.56;0.02;-11.63;1.56
27-06-2021;0.61;20.75;0.0;-7.24;1.21
28-06-2021;0.79;16.12;0.0;-1.42;1.06
29-06-2021;1.1;17.06;0.0;2.45;1.01
30-06-2021;1.4;28.19;0.0;-0.66;2.27
01-07-2021;1.89;47.44;0.0;-3.42;3.53
02-07-2021;1.22;34.38;0.0;-3.74;1.89
03-07-2021;1.77;33.81;0.0;-0.27;1.47
04-07-2021;1.46;31.69;0.0;-1.43;1.83
05-07-2021;1.89;36.81;0.0;-0.1;1.67
06-07-2021;2.5;63.12;0.09;-4.03;2.52
07-07-2021;1.28;24.88;0.0;-0.22;2.06
08-07-2021;1.95;39.25;0.0;-0.65;3.23
09-07-2021;1.77;39.62;0.0;-2.29;3.45
10-07-2021;0.85;16.56;0.0;-0.57;1.55
11-07-2021;1.28;25.56;0.0;-0.15;1.84
12-07-2021;1.89;43.06;0.0;-2.08;2.39
13-07-2021;2.08;48.62;0.0;-2.52;1.69
14-07-2021;1.71;51.88;0.0;-5.07;1.45
15-07-2021;0.79;19.56;0.0;-3.37;1.62
16-07-2021;0.92;27.38;0.0;-5.61;3.48
17-07-2021;0.67;19.12;0.0;-4.36;1.9
18-07-2021;0.61;10.62;0.0;1.47;1.0
19-07-2021;0.73;10.56;0.0;2.99;0.8
20-07-2021;1.22;13.69;0.0;5.78;0.65
21-07-2021;1.16;17.5;0.0;3.6;1.48
22-07-2021;1.1;17.25;0.0;3.04;1.6
23-07-2021;2.2;34.56;0.0;2.43;1.83
24-07-2021;2.87;72.19;0.0;-3.71;3.26
25-07-2021;2.08;72.62;0.22;-7.13;3.4
26-07-2021;1.83;72.12;0.01;-8.77;1.52
27-07-2021;0.85;25.31;0.0;-5.51;1.39
28-07-2021;1.16;35.31;0.0;-3.24;1.53
29-07-2021;0.79;14.81;0.0;0.36;1.12
30-07-2021;0.79;15.62;0.0;-0.56;1.48
31-07-2021;0.98;18.56;0.0;0.24;1.35
01-08-2021;0.85;13.38;0.0;3.9;0.77
02-08-2021;0.79;10.38;0.0;5.75;1.09
03-08-2021;0.92;14.38;0.0;3.29;1.54
04-08-2021;0.61;8.75;0.0;4.27;1.36
05-08-2021;0.85;11.5;0.0;4.08;1.33
06-08-2021;1.77;29.5;0.0;2.66;1.95
07-08-2021;2.32;53.44;0.0;-1.78;2.16
08-08-2021;2.32;63.38;0.0;-4.99;2.24
09-08-2021;1.22;37.62;0.0;-5.41;1.59
10-08-2021;0.61;17.25;0.0;-3.45;1.1
11-08-2021;1.22;33.19;0.0;-2.2;1.63
12-08-2021;0.73;18.12;0.0;-2.44;1.56
13-08-2021;0.61;15.94;0.0;-3.15;1.66
14-08-2021;0.61;14.31;0.0;-2.11;1.8
15-08-2021;1.95;45.38;0.0;-3.17;3.84
16-08-2021;3.11;74.12;0.35;-3.38;6.26
17-08-2021;3.48;74.94;0.57;-2.05;5.52
18-08-2021;3.97;87.62;2.27;-2.42;6.84
19-08-2021;2.5;83.31;0.49;-7.21;7.23
20-08-2021;1.77;49.69;0.0;-5.83;3.23
21-08-2021;2.93;80.69;0.09;-5.07;8.15
22-08-2021;1.1;43.19;0.0;-6.92;4.16
23-08-2021;2.14;72.88;0.0;-7.31;3.07
24-08-2021;2.26;79.94;0.0;-7.84;2.41
25-08-2021;1.71;69.69;0.0;-9.42;2.75
26-08-2021;0.73;25.81;0.0;-6.21;2.57
27-08-2021;1.34;32.5;0.0;-2.92;3.68
28-08-2021;3.17;60.44;0.0;-0.68;2.57
29-08-2021;2.69;36.62;0.0;4.84;1.54
30-08-2021;1.95;33.5;0.0;1.93;2.73
31-08-2021;1.77;33.12;0.0;0.47;3.02
01-09-2021;2.81;58.81;0.26;-1.17;2.1
02-09-2021;2.26;47.69;0.05;0.01;2.23
03-09-2021;2.5;59.0;0.03;-1.17;2.88
04-09-2021;1.34;34.06;0.0;-2.35;2.88
05-09-2021;1.65;37.88;0.0;-1.45;2.75
06-09-2021;1.83;52.5;0.98;-4.6;3.1
07-09-2021;1.77;73.25;0.98;-9.29;2.2
08-09-2021;1.22;33.06;0.01;-3.26;1.17
09-09-2021;1.04;18.94;0.0;0.96;2.02
10-09-2021;1.95;28.94;0.0;3.2;2.1
11-09-2021;2.5;55.69;2.07;-1.58;5.3
12-09-2021;2.38;73.06;2.2;-5.97;6.62
13-09-2021;1.77;68.19;0.22;-8.65;4.53
14-09-2021;0.67;17.94;0.0;-4.03;2.04
15-09-2021;0.79;18.19;0.0;-2.09;1.74
16-09-2021;1.28;22.0;0.0;2.01;1.59
17-09-2021;1.59;29.0;0.0;1.48;2.27
18-09-2021;2.01;43.31;0.0;0.1;2.82
19-09-2021;2.5;61.44;0.0;-2.43;2.81
20-09-2021;1.34;31.5;0.0;-0.63;2.42
21-09-2021;2.26;37.56;0.0;2.8;1.7
22-09-2021;1.59;34.25;0.0;-0.95;2.27
23-09-2021;1.1;17.56;0.0;3.29;1.51
24-09-2021;1.28;15.81;0.0;6.23;1.99
25-09-2021;1.34;21.06;0.0;2.29;3.88
26-09-2021;1.4;26.69;0.0;2.26;3.41
27-09-2021;1.77;33.56;0.0;0.97;3.73
28-09-2021;1.65;31.94;0.0;0.86;3.4
29-09-2021;1.53;30.25;0.0;0.15;4.63
30-09-2021;1.34;34.75;0.0;-2.68;3.39
01-10-2021;1.83;40.25;0.0;-1.11;3.47
02-10-2021;1.77;48.12;0.03;-3.42;3.52
03-10-2021;0.92;23.19;0.0;-1.91;2.2
04-10-2021;0.92;18.75;0.0;0.26;2.19
05-10-2021;1.46;30.81;0.0;-0.5;2.97
06-10-2021;1.34;25.25;0.0;1.09;2.72
07-10-2021;2.62;43.56;0.12;2.2;2.5
08-10-2021;3.48;70.12;0.97;-0.66;1.95
09-10-2021;3.91;69.62;0.42;1.19;1.54
10-10-2021;3.6;66.44;0.13;0.86;1.79
11-10-2021;2.01;33.12;0.0;4.59;2.73
12-10-2021;2.38;42.12;1.09;1.58;3.2
13-10-2021;2.2;48.94;0.41;-0.49;3.49
14-10-2021;2.08;60.06;1.48;-4.73;4.37
15-10-2021;0.92;25.0;0.0;-3.2;2.41
16-10-2021;0.79;16.44;0.0;-0.32;2.14
17-10-2021;1.1;23.69;0.0;-0.1;2.22
18-10-2021;1.71;31.81;0.0;4.11;1.52
19-10-2021;1.77;23.44;0.0;6.55;1.48
20-10-2021;1.83;28.38;0.0;3.33;2.34
21-10-2021;1.71;28.62;0.0;2.89;2.83
22-10-2021;2.62;58.06;0.26;-1.45;3.37
23-10-2021;1.4;34.19;0.0;-1.17;2.43
24-10-2021;1.77;24.75;0.0;4.84;2.23
25-10-2021;1.59;16.94;0.0;9.74;1.27
26-10-2021;2.99;31.19;0.0;9.0;1.4
27-10-2021;2.93;29.56;0.0;8.79;1.73
28-10-2021;2.62;27.75;0.0;9.89;2.04
29-10-2021;2.26;23.5;0.0;10.04;2.09
30-10-2021;3.54;35.19;0.23;9.98;2.05
31-10-2021;3.72;42.12;0.13;7.62;2.21
01-11-2021;2.62;35.31;0.02;5.02;1.82
02-11-2021;2.32;30.44;0.0;5.98;1.97
03-11-2021;3.17;49.88;0.01;3.37;3.18
04-11-2021;2.32;45.69;0.38;0.78;2.85
05-11-2021;2.62;47.69;0.58;2.54;2.13
06-11-2021;1.95;34.5;0.0;2.36;2.56
07-11-2021;1.28;18.81;0.0;4.08;2.05
08-11-2021;1.46;20.12;0.02;5.58;2.08
09-11-2021;2.62;37.75;0.96;4.75;2.12
10-11-2021;3.23;44.69;1.93;4.71;2.16
11-11-2021;3.91;50.94;0.42;5.77;2.5
12-11-2021;2.38;32.62;0.01;5.57;2.58
13-11-2021;2.38;46.88;0.01;0.12;3.8
14-11-2021;1.04;16.94;0.0;3.83;2.9
15-11-2021;1.71;30.25;0.0;1.87;3.46
16-11-2021;1.4;22.94;0.0;4.43;2.33
17-11-2021;1.34;20.12;0.0;5.07;2.4
18-11-2021;1.89;27.81;0.0;5.55;2.2
19-11-2021;3.17;39.19;0.0;6.98;2.29
20-11-2021;2.14;25.19;0.0;7.93;2.24
21-11-2021;2.87;32.81;0.03;8.23;2.44
22-11-2021;1.77;21.81;0.02;8.01;2.44
23-11-2021;3.42;39.44;0.01;9.93;1.95
24-11-2021;3.72;49.75;0.89;4.78;3.27
25-11-2021;1.95;22.38;0.01;6.78;2.75
26-11-2021;3.36;43.56;0.0;6.76;3.0
27-11-2021;3.6;64.5;1.35;1.12;3.27
28-11-2021;1.53;23.44;0.01;5.46;2.42
29-11-2021;2.14;27.44;0.0;6.0;2.78
30-11-2021;3.3;45.56;0.0;4.83;2.95
01-12-2021;2.81;39.88;0.3;4.87;2.8
02-12-2021;3.3;42.94;0.62;6.38;2.86
03-12-2021;3.11;46.69;0.02;4.58;3.12
04-12-2021;2.14;26.31;0.51;8.33;2.59
05-12-2021;2.26;21.56;0.22;11.63;2.12
06-12-2021;6.04;52.25;0.25;11.92;1.7
07-12-2021;3.91;40.31;0.34;9.07;2.98
08-12-2021;2.38;27.62;1.09;8.4;2.34
09-12-2021;4.03;44.75;0.83;8.66;2.46
10-12-2021;3.17;35.12;0.34;8.64;2.21
11-12-2021;3.54;49.62;0.08;4.63;3.4
12-12-2021;2.93;53.5;0.57;1.37;3.53
13-12-2021;2.99;50.44;0.22;2.65;2.95
14-12-2021;2.81;44.5;0.02;3.68;2.73
15-12-2021;3.54;40.44;0.0;8.0;2.16
16-12-2021;4.15;41.94;0.4;10.19;2.46
17-12-2021;2.56;24.62;0.14;10.63;2.7
18-12-2021;2.01;18.06;0.0;11.96;2.44
19-12-2021;2.32;22.19;0.0;12.0;2.58
20-12-2021;1.71;16.25;0.0;12.31;2.48
21-12-2021;1.34;14.31;0.91;10.8;2.62
22-12-2021;4.33;46.06;2.19;11.59;1.71
23-12-2021;4.39;38.5;0.0;12.96;2.03
24-12-2021;3.72;33.06;0.0;12.98;2.09
25-12-2021;3.48;31.62;0.0;12.35;1.73
26-12-2021;4.03;35.0;0.0;12.25;2.16
27-12-2021;4.76;40.69;0.35;12.19;1.79
28-12-2021;4.94;44.62;1.11;11.36;2.05
29-12-2021;4.15;43.94;0.16;8.77;2.95
30-12-2021;1.77;20.5;0.0;8.33;2.93
31-12-2021;1.46;16.88;0.0;7.82;3.23
